Destination,Start date,Duration (days),Traveler age,Traveler gender,Traveler nationality,Accommodation type,Accommodation cost,Transportation type,Transportation cost,source
Aracaju (SE),2021-12-16,3.0,48.0,Female,,Hotel Z,624.12,Economy Flight,1265.72,dataset_2
Recife (PE),2021-12-19,3.0,48.0,Female,,Hotel Z,624.12,Economy Flight,1265.72,dataset_2
Salvador (BH),2021-12-30,3.0,48.0,Female,,Hotel K,790.23,Economy Flight,1530.91,dataset_2
Brasilia (DF),2022-01-02,3.0,48.0,Female,,Hotel K,790.23,Economy Flight,1530.91,dataset_2
Recife (PE),2022-01-06,1.0,48.0,Female,,Hotel AU,312.83,Economy Flight,1289.02,dataset_2
Aracaju (SE),2022-01-07,1.0,48.0,Female,,Hotel AU,312.83,Economy Flight,1289.02,dataset_2
Florianopolis (SC),2022-02-10,2.0,48.0,Female,,Hotel A,626.04,Economy Flight,1444.08,dataset_2
Brasilia (DF),2022-02-12,2.0,48.0,Female,,Hotel A,626.04,Economy Flight,1444.08,dataset_2
Salvador (BH),2022-02-24,1.0,48.0,Female,,Hotel K,263.41,Economy Flight,1769.38,dataset_2
Aracaju (SE),2022-02-25,1.0,48.0,Female,,Hotel K,263.41,Economy Flight,1769.38,dataset_2
Brasilia (DF),2022-03-17,3.0,48.0,Female,,Hotel BP,742.86,premium,1742.69,dataset_2
Aracaju (SE),2022-03-20,3.0,48.0,Female,,Hotel BP,742.86,premium,1742.69,dataset_2
Natal (RN),2022-03-24,4.0,48.0,Female,,Hotel BD,971.52,premium,1965.76,dataset_2
Brasilia (DF),2022-03-28,4.0,48.0,Female,,Hotel BD,971.52,premium,1965.76,dataset_2
Florianopolis (SC),2019-11-14,2.0,23.0,Female,,Hotel A,626.04,First Class Flight,2666.82,dataset_2
Brasilia (DF),2019-11-16,2.0,23.0,Female,,Hotel A,626.04,First Class Flight,2666.82,dataset_2
Florianopolis (SC),2019-11-28,3.0,23.0,Female,,Hotel A,939.06,Economy Flight,1444.08,dataset_2
Brasilia (DF),2019-12-01,3.0,23.0,Female,,Hotel A,939.06,Economy Flight,1444.08,dataset_2
Florianopolis (SC),2019-12-19,2.0,23.0,Female,,Hotel A,626.04,premium,2083.94,dataset_2
Recife (PE),2019-12-21,2.0,23.0,Female,,Hotel A,626.04,premium,2083.94,dataset_2
Florianopolis (SC),2019-12-26,2.0,23.0,Female,,Hotel A,626.04,First Class Flight,2726.67,dataset_2
Recife (PE),2019-12-28,2.0,23.0,Female,,Hotel A,626.04,First Class Flight,2726.67,dataset_2
Brasilia (DF),2020-01-02,4.0,23.0,Female,,Hotel BP,990.48,Economy Flight,860.5799999999999,dataset_2
Recife (PE),2020-01-06,4.0,23.0,Female,,Hotel BP,990.48,Economy Flight,860.5799999999999,dataset_2
Florianopolis (SC),2020-01-09,1.0,23.0,Female,,Hotel A,313.02,premium,1993.4099999999999,dataset_2
Recife (PE),2020-01-10,1.0,23.0,Female,,Hotel A,313.02,premium,1993.4099999999999,dataset_2
Rio de Janeiro (RJ),2020-01-23,1.0,23.0,Female,,Hotel CB,165.99,First Class Flight,2629.9700000000003,dataset_2
Aracaju (SE),2020-01-24,1.0,23.0,Female,,Hotel CB,165.99,First Class Flight,2629.9700000000003,dataset_2
Recife (PE),2020-01-30,4.0,23.0,Female,,Hotel AU,1251.32,Economy Flight,1265.72,dataset_2
Aracaju (SE),2020-02-03,4.0,23.0,Female,,Hotel AU,1251.32,Economy Flight,1265.72,dataset_2
Recife (PE),2020-02-13,2.0,23.0,Female,,Hotel AU,625.66,Economy Flight,825.78,dataset_2
Brasilia (DF),2020-02-15,2.0,23.0,Female,,Hotel AU,625.66,Economy Flight,825.78,dataset_2
Campo Grande (MS),2020-02-27,2.0,23.0,Female,,Hotel BW,120.78,premium,1753.06,dataset_2
Recife (PE),2020-02-29,2.0,23.0,Female,,Hotel BW,120.78,premium,1753.06,dataset_2
Florianopolis (SC),2020-04-16,1.0,23.0,Female,,Hotel A,313.02,First Class Flight,3074.21,dataset_2
Aracaju (SE),2020-04-17,1.0,23.0,Female,,Hotel A,313.02,First Class Flight,3074.21,dataset_2
Natal (RN),2020-05-14,2.0,23.0,Female,,Hotel BD,485.76,First Class Flight,2625.97,dataset_2
Brasilia (DF),2020-05-16,2.0,23.0,Female,,Hotel BD,485.76,First Class Flight,2625.97,dataset_2
Campo Grande (MS),2020-06-11,3.0,23.0,Female,,Hotel BW,181.17,premium,1543.1399999999999,dataset_2
Brasilia (DF),2020-06-14,3.0,23.0,Female,,Hotel BW,181.17,premium,1543.1399999999999,dataset_2
Rio de Janeiro (RJ),2020-07-23,2.0,23.0,Female,,Hotel CB,331.98,First Class Flight,1273.29,dataset_2
Brasilia (DF),2020-07-25,2.0,23.0,Female,,Hotel CB,331.98,First Class Flight,1273.29,dataset_2
Natal (RN),2020-09-03,2.0,23.0,Female,,Hotel BD,485.76,Economy Flight,1412.98,dataset_2
Brasilia (DF),2020-09-05,2.0,23.0,Female,,Hotel BD,485.76,Economy Flight,1412.98,dataset_2
Natal (RN),2020-10-01,1.0,23.0,Female,,Hotel BD,242.88,premium,1037.83,dataset_2
Recife (PE),2020-10-02,1.0,23.0,Female,,Hotel BD,242.88,premium,1037.83,dataset_2
Sao Paulo (SP),2020-10-29,1.0,23.0,Female,,Hotel AF,139.1,premium,1815.85,dataset_2
Recife (PE),2020-10-30,1.0,23.0,Female,,Hotel AF,139.1,premium,1815.85,dataset_2
Recife (PE),2020-11-26,1.0,23.0,Female,,Hotel AU,312.83,First Class Flight,1388.6100000000001,dataset_2
Brasilia (DF),2020-11-27,1.0,23.0,Female,,Hotel AU,312.83,First Class Flight,1388.6100000000001,dataset_2
Campo Grande (MS),2020-12-17,1.0,23.0,Female,,Hotel BW,60.39,First Class Flight,2255.0699999999997,dataset_2
Recife (PE),2020-12-18,1.0,23.0,Female,,Hotel BW,60.39,First Class Flight,2255.0699999999997,dataset_2
Salvador (BH),2020-12-24,1.0,23.0,Female,,Hotel K,263.41,Economy Flight,1530.91,dataset_2
Brasilia (DF),2020-12-25,1.0,23.0,Female,,Hotel K,263.41,Economy Flight,1530.91,dataset_2
Natal (RN),2021-01-21,4.0,23.0,Female,,Hotel BD,971.52,First Class Flight,1413.94,dataset_2
Recife (PE),2021-01-25,4.0,23.0,Female,,Hotel BD,971.52,First Class Flight,1413.94,dataset_2
Recife (PE),2021-01-28,3.0,23.0,Female,,Hotel AU,938.49,premium,1768.0500000000002,dataset_2
Aracaju (SE),2021-01-31,3.0,23.0,Female,,Hotel AU,938.49,premium,1768.0500000000002,dataset_2
Sao Paulo (SP),2021-02-18,3.0,23.0,Female,,Hotel AF,417.3,Economy Flight,1342.9699999999998,dataset_2
Recife (PE),2021-02-21,3.0,23.0,Female,,Hotel AF,417.3,Economy Flight,1342.9699999999998,dataset_2
Salvador (BH),2021-02-25,3.0,23.0,Female,,Hotel K,790.23,premium,2151.83,dataset_2
Brasilia (DF),2021-02-28,3.0,23.0,Female,,Hotel K,790.23,premium,2151.83,dataset_2
Campo Grande (MS),2021-03-18,1.0,23.0,Female,,Hotel BW,60.39,First Class Flight,2933.67,dataset_2
Aracaju (SE),2021-03-19,1.0,23.0,Female,,Hotel BW,60.39,First Class Flight,2933.67,dataset_2
Natal (RN),2021-04-01,4.0,23.0,Female,,Hotel BD,971.52,Economy Flight,731.28,dataset_2
Recife (PE),2021-04-05,4.0,23.0,Female,,Hotel BD,971.52,Economy Flight,731.28,dataset_2
Florianopolis (SC),2021-04-08,3.0,23.0,Female,,Hotel A,939.06,premium,2324.5,dataset_2
Aracaju (SE),2021-04-11,3.0,23.0,Female,,Hotel A,939.06,premium,2324.5,dataset_2
Natal (RN),2021-04-15,2.0,23.0,Female,,Hotel BD,485.76,premium,987.3600000000001,dataset_2
Aracaju (SE),2021-04-17,2.0,23.0,Female,,Hotel BD,485.76,premium,987.3600000000001,dataset_2
Sao Paulo (SP),2021-05-13,2.0,23.0,Female,,Hotel AF,278.2,Economy Flight,1133.53,dataset_2
Aracaju (SE),2021-05-15,2.0,23.0,Female,,Hotel AF,278.2,Economy Flight,1133.53,dataset_2
Rio de Janeiro (RJ),2021-06-10,3.0,23.0,Female,,Hotel CB,497.97,premium,2603.55,dataset_2
Recife (PE),2021-06-13,3.0,23.0,Female,,Hotel CB,497.97,premium,2603.55,dataset_2
Natal (RN),2021-07-29,1.0,23.0,Female,,Hotel BD,242.88,First Class Flight,1175.27,dataset_2
Aracaju (SE),2021-07-30,1.0,23.0,Female,,Hotel BD,242.88,First Class Flight,1175.27,dataset_2
Rio de Janeiro (RJ),2021-08-19,3.0,23.0,Female,,Hotel CB,497.97,First Class Flight,1337.6999999999998,dataset_2
Brasilia (DF),2021-08-22,3.0,23.0,Female,,Hotel CB,497.97,First Class Flight,1337.6999999999998,dataset_2
Rio de Janeiro (RJ),2021-11-11,3.0,23.0,Female,,Hotel CB,497.97,Economy Flight,1513.46,dataset_2
Aracaju (SE),2021-11-14,3.0,23.0,Female,,Hotel CB,497.97,Economy Flight,1513.46,dataset_2
Aracaju (SE),2021-11-18,3.0,23.0,Female,,Hotel Z,624.12,Economy Flight,1269.8200000000002,dataset_2
Brasilia (DF),2021-11-21,3.0,23.0,Female,,Hotel Z,624.12,Economy Flight,1269.8200000000002,dataset_2
Brasilia (DF),2022-01-20,1.0,23.0,Female,,Hotel BP,247.62,Economy Flight,825.78,dataset_2
Recife (PE),2022-01-21,1.0,23.0,Female,,Hotel BP,247.62,Economy Flight,825.78,dataset_2
Natal (RN),2022-02-10,1.0,23.0,Female,,Hotel BD,242.88,premium,1037.83,dataset_2
Recife (PE),2022-02-11,1.0,23.0,Female,,Hotel BD,242.88,premium,1037.83,dataset_2
Sao Paulo (SP),2022-05-12,1.0,23.0,Female,,Hotel AF,139.1,First Class Flight,1816.48,dataset_2
Brasilia (DF),2022-05-13,1.0,23.0,Female,,Hotel AF,139.1,First Class Flight,1816.48,dataset_2
Recife (PE),2022-06-23,3.0,23.0,Female,,Hotel AU,938.49,First Class Flight,1494.1399999999999,dataset_2
Brasilia (DF),2022-06-26,3.0,23.0,Female,,Hotel AU,938.49,First Class Flight,1494.1399999999999,dataset_2
Campo Grande (MS),2022-07-21,4.0,23.0,Female,,Hotel BW,241.56,First Class Flight,2301.1800000000003,dataset_2
Recife (PE),2022-07-25,4.0,23.0,Female,,Hotel BW,241.56,First Class Flight,2301.1800000000003,dataset_2
Florianopolis (SC),2022-08-18,4.0,23.0,Female,,Hotel A,1252.08,Economy Flight,1748.23,dataset_2
Aracaju (SE),2022-08-22,4.0,23.0,Female,,Hotel A,1252.08,Economy Flight,1748.23,dataset_2
Salvador (BH),2022-09-22,2.0,23.0,Female,,Hotel K,526.82,premium,2259.1800000000003,dataset_2
Recife (PE),2022-09-24,2.0,23.0,Female,,Hotel K,526.82,premium,2259.1800000000003,dataset_2
Florianopolis (SC),2022-09-29,2.0,23.0,Female,,Hotel A,626.04,Economy Flight,1671.59,dataset_2
Aracaju (SE),2022-10-01,2.0,23.0,Female,,Hotel A,626.04,Economy Flight,1671.59,dataset_2
Campo Grande (MS),2022-10-13,2.0,23.0,Female,,Hotel BW,120.78,Economy Flight,1289.75,dataset_2
Recife (PE),2022-10-15,2.0,23.0,Female,,Hotel BW,120.78,Economy Flight,1289.75,dataset_2
Sao Paulo (SP),2022-10-27,3.0,23.0,Female,,Hotel AF,417.3,premium,1300.22,dataset_2
Brasilia (DF),2022-10-30,3.0,23.0,Female,,Hotel AF,417.3,premium,1300.22,dataset_2
Natal (RN),2022-11-03,4.0,23.0,Female,,Hotel BD,971.52,premium,987.3600000000001,dataset_2
Aracaju (SE),2022-11-07,4.0,23.0,Female,,Hotel BD,971.52,premium,987.3600000000001,dataset_2
Salvador (BH),2022-12-15,4.0,23.0,Female,,Hotel K,1053.64,First Class Flight,3243.73,dataset_2
Aracaju (SE),2022-12-19,4.0,23.0,Female,,Hotel K,1053.64,First Class Flight,3243.73,dataset_2
Recife (PE),2023-01-05,4.0,23.0,Female,,Hotel AU,1251.32,Economy Flight,825.78,dataset_2
Brasilia (DF),2023-01-09,4.0,23.0,Female,,Hotel AU,1251.32,Economy Flight,825.78,dataset_2
Campo Grande (MS),2023-01-12,4.0,23.0,Female,,Hotel BW,241.56,First Class Flight,2301.1800000000003,dataset_2
Recife (PE),2023-01-16,4.0,23.0,Female,,Hotel BW,241.56,First Class Flight,2301.1800000000003,dataset_2
Sao Paulo (SP),2023-02-16,3.0,23.0,Female,,Hotel AF,417.3,Economy Flight,1373.0700000000002,dataset_2
Recife (PE),2023-02-19,3.0,23.0,Female,,Hotel AF,417.3,Economy Flight,1373.0700000000002,dataset_2
Aracaju (SE),2023-02-23,1.0,23.0,Female,,Hotel Z,208.04,First Class Flight,2217.7799999999997,dataset_2
Brasilia (DF),2023-02-24,1.0,23.0,Female,,Hotel Z,208.04,First Class Flight,2217.7799999999997,dataset_2
Natal (RN),2023-03-09,2.0,23.0,Female,,Hotel BD,485.76,premium,1037.83,dataset_2
Recife (PE),2023-03-11,2.0,23.0,Female,,Hotel BD,485.76,premium,1037.83,dataset_2
Salvador (BH),2023-03-23,1.0,23.0,Female,,Hotel K,263.41,premium,2353.06,dataset_2
Recife (PE),2023-03-24,1.0,23.0,Female,,Hotel K,263.41,premium,2353.06,dataset_2
Salvador (BH),2023-03-30,3.0,23.0,Female,,Hotel K,790.23,First Class Flight,3215.9700000000003,dataset_2
Aracaju (SE),2023-04-02,3.0,23.0,Female,,Hotel K,790.23,First Class Flight,3215.9700000000003,dataset_2
Campo Grande (MS),2023-04-06,3.0,23.0,Female,,Hotel BW,181.17,premium,1823.99,dataset_2
Recife (PE),2023-04-09,3.0,23.0,Female,,Hotel BW,181.17,premium,1823.99,dataset_2
Florianopolis (SC),2023-04-20,2.0,23.0,Female,,Hotel A,626.04,First Class Flight,3074.21,dataset_2
Aracaju (SE),2023-04-22,2.0,23.0,Female,,Hotel A,626.04,First Class Flight,3074.21,dataset_2
Rio de Janeiro (RJ),2023-05-11,2.0,23.0,Female,,Hotel CB,331.98,premium,2029.0500000000002,dataset_2
Aracaju (SE),2023-05-13,2.0,23.0,Female,,Hotel CB,331.98,premium,2029.0500000000002,dataset_2
Natal (RN),2023-05-25,2.0,23.0,Female,,Hotel BD,485.76,premium,1068.35,dataset_2
Recife (PE),2023-05-27,2.0,23.0,Female,,Hotel BD,485.76,premium,1068.35,dataset_2
Recife (PE),2023-06-01,1.0,23.0,Female,,Hotel AU,312.83,premium,1807.63,dataset_2
Aracaju (SE),2023-06-02,1.0,23.0,Female,,Hotel AU,312.83,premium,1807.63,dataset_2
Campo Grande (MS),2023-06-08,2.0,23.0,Female,,Hotel BW,120.78,First Class Flight,2971.17,dataset_2
Aracaju (SE),2023-06-10,2.0,23.0,Female,,Hotel BW,120.78,First Class Flight,2971.17,dataset_2
Rio de Janeiro (RJ),2023-07-13,1.0,23.0,Female,,Hotel CB,165.99,Economy Flight,1446.73,dataset_2
Aracaju (SE),2023-07-14,1.0,23.0,Female,,Hotel CB,165.99,Economy Flight,1446.73,dataset_2
Recife (PE),2019-10-03,2.0,44.0,Female,,Hotel AU,625.66,Economy Flight,1265.72,dataset_2
Aracaju (SE),2019-10-05,2.0,44.0,Female,,Hotel AU,625.66,Economy Flight,1265.72,dataset_2
Recife (PE),2019-11-07,4.0,44.0,Female,,Hotel AU,1251.32,Economy Flight,860.5799999999999,dataset_2
Brasilia (DF),2019-11-11,4.0,44.0,Female,,Hotel AU,1251.32,Economy Flight,860.5799999999999,dataset_2
Recife (PE),2019-11-14,3.0,44.0,Female,,Hotel AU,938.49,Economy Flight,860.5799999999999,dataset_2
Brasilia (DF),2019-11-17,3.0,44.0,Female,,Hotel AU,938.49,Economy Flight,860.5799999999999,dataset_2
Salvador (BH),2020-01-09,3.0,44.0,Female,,Hotel K,790.23,First Class Flight,2717.63,dataset_2
Brasilia (DF),2020-01-12,3.0,44.0,Female,,Hotel K,790.23,First Class Flight,2717.63,dataset_2
Aracaju (SE),2020-01-23,2.0,44.0,Female,,Hotel Z,416.08,premium,1671.98,dataset_2
Brasilia (DF),2020-01-25,2.0,44.0,Female,,Hotel Z,416.08,premium,1671.98,dataset_2
Rio de Janeiro (RJ),2020-02-13,1.0,44.0,Female,,Hotel CB,165.99,First Class Flight,3276.4,dataset_2
Recife (PE),2020-02-14,1.0,44.0,Female,,Hotel CB,165.99,First Class Flight,3276.4,dataset_2
Sao Paulo (SP),2020-02-27,2.0,44.0,Female,,Hotel AF,278.2,First Class Flight,1816.48,dataset_2
Brasilia (DF),2020-02-29,2.0,44.0,Female,,Hotel AF,278.2,First Class Flight,1816.48,dataset_2
Campo Grande (MS),2020-03-19,2.0,44.0,Female,,Hotel BW,120.78,First Class Flight,2971.17,dataset_2
Aracaju (SE),2020-03-21,2.0,44.0,Female,,Hotel BW,120.78,First Class Flight,2971.17,dataset_2
Florianopolis (SC),2020-04-02,1.0,44.0,Female,,Hotel A,313.02,Economy Flight,1671.59,dataset_2
Aracaju (SE),2020-04-03,1.0,44.0,Female,,Hotel A,313.02,Economy Flight,1671.59,dataset_2
Rio de Janeiro (RJ),2020-04-30,3.0,44.0,Female,,Hotel CB,497.97,premium,876.36,dataset_2
Brasilia (DF),2020-05-03,3.0,44.0,Female,,Hotel CB,497.97,premium,876.36,dataset_2
Campo Grande (MS),2020-05-07,2.0,44.0,Female,,Hotel BW,120.78,premium,1823.99,dataset_2
Recife (PE),2020-05-09,2.0,44.0,Female,,Hotel BW,120.78,premium,1823.99,dataset_2
Aracaju (SE),2020-07-23,1.0,44.0,Female,,Hotel Z,208.04,Economy Flight,1265.72,dataset_2
Recife (PE),2020-07-24,1.0,44.0,Female,,Hotel Z,208.04,Economy Flight,1265.72,dataset_2
Sao Paulo (SP),2020-08-27,4.0,44.0,Female,,Hotel AF,556.4,First Class Flight,2419.67,dataset_2
Recife (PE),2020-08-31,4.0,44.0,Female,,Hotel AF,556.4,First Class Flight,2419.67,dataset_2
Florianopolis (SC),2020-10-22,4.0,44.0,Female,,Hotel A,1252.08,First Class Flight,2547.45,dataset_2
Recife (PE),2020-10-26,4.0,44.0,Female,,Hotel A,1252.08,First Class Flight,2547.45,dataset_2
Aracaju (SE),2020-11-26,4.0,44.0,Female,,Hotel Z,832.16,premium,1742.69,dataset_2
Brasilia (DF),2020-11-30,4.0,44.0,Female,,Hotel Z,832.16,premium,1742.69,dataset_2
Recife (PE),2020-12-25,1.0,44.0,Female,,Hotel CB,165.99,premium,2658.15,dataset_2
Florianopolis (SC),2020-12-31,4.0,44.0,Female,,Hotel A,1252.08,premium,2074.69,dataset_2
Brasilia (DF),2021-01-04,4.0,44.0,Female,,Hotel A,1252.08,premium,2074.69,dataset_2
Sao Paulo (SP),2021-01-21,2.0,44.0,Female,,Hotel AF,278.2,Economy Flight,1342.9699999999998,dataset_2
Recife (PE),2021-01-23,2.0,44.0,Female,,Hotel AF,278.2,Economy Flight,1342.9699999999998,dataset_2
Rio de Janeiro (RJ),2021-02-18,4.0,44.0,Female,,Hotel CB,663.96,First Class Flight,1273.29,dataset_2
Brasilia (DF),2021-02-22,4.0,44.0,Female,,Hotel CB,663.96,First Class Flight,1273.29,dataset_2
Salvador (BH),2021-03-04,2.0,44.0,Female,,Hotel K,526.82,premium,2259.1800000000003,dataset_2
Recife (PE),2021-03-06,2.0,44.0,Female,,Hotel K,526.82,premium,2259.1800000000003,dataset_2
Rio de Janeiro (RJ),2021-03-11,1.0,44.0,Female,,Hotel CB,165.99,First Class Flight,3409.12,dataset_2
Recife (PE),2021-03-12,1.0,44.0,Female,,Hotel CB,165.99,First Class Flight,3409.12,dataset_2
Florianopolis (SC),2021-03-25,2.0,44.0,Female,,Hotel A,626.04,First Class Flight,2983.8199999999997,dataset_2
Aracaju (SE),2021-03-27,2.0,44.0,Female,,Hotel A,626.04,First Class Flight,2983.8199999999997,dataset_2
Florianopolis (SC),2021-04-08,2.0,44.0,Female,,Hotel A,626.04,First Class Flight,3164.51,dataset_2
Aracaju (SE),2021-04-10,2.0,44.0,Female,,Hotel A,626.04,First Class Flight,3164.51,dataset_2
Recife (PE),2021-06-10,3.0,44.0,Female,,Hotel AU,938.49,First Class Flight,2300.66,dataset_2
Aracaju (SE),2021-06-13,3.0,44.0,Female,,Hotel AU,938.49,First Class Flight,2300.66,dataset_2
Natal (RN),2021-07-01,4.0,44.0,Female,,Hotel BD,971.52,Economy Flight,766.58,dataset_2
Recife (PE),2021-07-05,4.0,44.0,Female,,Hotel BD,971.52,Economy Flight,766.58,dataset_2
Sao Paulo (SP),2021-09-23,3.0,44.0,Female,,Hotel AF,417.3,First Class Flight,2554.33,dataset_2
Recife (PE),2021-09-26,3.0,44.0,Female,,Hotel AF,417.3,First Class Flight,2554.33,dataset_2
Rio de Janeiro (RJ),2021-10-14,4.0,44.0,Female,,Hotel CB,663.96,Economy Flight,1513.46,dataset_2
Aracaju (SE),2021-10-18,4.0,44.0,Female,,Hotel CB,663.96,Economy Flight,1513.46,dataset_2
Recife (PE),2021-11-18,3.0,44.0,Female,,Hotel AU,938.49,premium,1197.76,dataset_2
Brasilia (DF),2021-11-21,3.0,44.0,Female,,Hotel AU,938.49,premium,1197.76,dataset_2
Rio de Janeiro (RJ),2021-12-16,3.0,44.0,Female,,Hotel CB,497.97,First Class Flight,3228.95,dataset_2
Recife (PE),2021-12-19,3.0,44.0,Female,,Hotel CB,497.97,First Class Flight,3228.95,dataset_2
Campo Grande (MS),2021-12-30,3.0,44.0,Female,,Hotel BW,181.17,First Class Flight,1857.54,dataset_2
Brasilia (DF),2022-01-02,3.0,44.0,Female,,Hotel BW,181.17,First Class Flight,1857.54,dataset_2
Campo Grande (MS),2022-01-13,1.0,44.0,Female,,Hotel BW,60.39,First Class Flight,2301.1800000000003,dataset_2
Recife (PE),2022-01-14,1.0,44.0,Female,,Hotel BW,60.39,First Class Flight,2301.1800000000003,dataset_2
Campo Grande (MS),2022-02-03,2.0,44.0,Female,,Hotel BW,120.78,premium,1493.02,dataset_2
Brasilia (DF),2022-02-05,2.0,44.0,Female,,Hotel BW,120.78,premium,1493.02,dataset_2
Florianopolis (SC),2022-03-24,1.0,44.0,Female,,Hotel A,313.02,premium,2074.69,dataset_2
Brasilia (DF),2022-03-25,1.0,44.0,Female,,Hotel A,313.02,premium,2074.69,dataset_2
Salvador (BH),2022-03-31,3.0,44.0,Female,,Hotel K,790.23,Economy Flight,1609.38,dataset_2
Recife (PE),2022-04-03,3.0,44.0,Female,,Hotel K,790.23,Economy Flight,1609.38,dataset_2
Salvador (BH),2022-04-07,1.0,44.0,Female,,Hotel K,263.41,premium,2353.06,dataset_2
Recife (PE),2022-04-08,1.0,44.0,Female,,Hotel K,263.41,premium,2353.06,dataset_2
Salvador (BH),2022-04-21,2.0,44.0,Female,,Hotel K,526.82,Economy Flight,1609.38,dataset_2
Recife (PE),2022-04-23,2.0,44.0,Female,,Hotel K,526.82,Economy Flight,1609.38,dataset_2
Natal (RN),2022-05-12,2.0,44.0,Female,,Hotel BD,485.76,Economy Flight,766.58,dataset_2
Recife (PE),2022-05-14,2.0,44.0,Female,,Hotel BD,485.76,Economy Flight,766.58,dataset_2
Rio de Janeiro (RJ),2022-05-26,1.0,44.0,Female,,Hotel CB,165.99,First Class Flight,3228.95,dataset_2
Recife (PE),2022-05-27,1.0,44.0,Female,,Hotel CB,165.99,First Class Flight,3228.95,dataset_2
Rio de Janeiro (RJ),2022-06-02,2.0,44.0,Female,,Hotel CB,331.98,First Class Flight,3228.95,dataset_2
Recife (PE),2022-06-04,2.0,44.0,Female,,Hotel CB,331.98,First Class Flight,3228.95,dataset_2
Brasilia (DF),2022-08-04,4.0,44.0,Female,,Hotel BP,990.48,premium,1141.99,dataset_2
Recife (PE),2022-08-08,4.0,44.0,Female,,Hotel BP,990.48,premium,1141.99,dataset_2
Aracaju (SE),2022-09-01,3.0,44.0,Female,,Hotel Z,624.12,First Class Flight,2300.66,dataset_2
Recife (PE),2022-09-04,3.0,44.0,Female,,Hotel Z,624.12,First Class Flight,2300.66,dataset_2
Rio de Janeiro (RJ),2022-09-22,3.0,44.0,Female,,Hotel CB,497.97,Economy Flight,735.38,dataset_2
Brasilia (DF),2022-09-25,3.0,44.0,Female,,Hotel CB,497.97,Economy Flight,735.38,dataset_2
Sao Paulo (SP),2022-09-29,3.0,44.0,Female,,Hotel AF,417.3,premium,1550.6799999999998,dataset_2
Aracaju (SE),2022-10-02,3.0,44.0,Female,,Hotel AF,417.3,premium,1550.6799999999998,dataset_2
Salvador (BH),2022-10-27,2.0,44.0,Female,,Hotel K,526.82,premium,2259.1800000000003,dataset_2
Recife (PE),2022-10-29,2.0,44.0,Female,,Hotel K,526.82,premium,2259.1800000000003,dataset_2
Salvador (BH),2022-11-03,1.0,44.0,Female,,Hotel K,263.41,First Class Flight,3243.73,dataset_2
Aracaju (SE),2022-11-04,1.0,44.0,Female,,Hotel K,263.41,First Class Flight,3243.73,dataset_2
Natal (RN),2022-11-10,2.0,44.0,Female,,Hotel BD,485.76,First Class Flight,1189.3000000000002,dataset_2
Aracaju (SE),2022-11-12,2.0,44.0,Female,,Hotel BD,485.76,First Class Flight,1189.3000000000002,dataset_2
Recife (PE),2022-11-24,2.0,44.0,Female,,Hotel AU,625.66,Economy Flight,860.5799999999999,dataset_2
Brasilia (DF),2022-11-26,2.0,44.0,Female,,Hotel AU,625.66,Economy Flight,860.5799999999999,dataset_2
Recife (PE),2022-12-01,4.0,44.0,Female,,Hotel AU,1251.32,First Class Flight,1494.1399999999999,dataset_2
Brasilia (DF),2022-12-05,4.0,44.0,Female,,Hotel AU,1251.32,First Class Flight,1494.1399999999999,dataset_2
Brasilia (DF),2023-01-05,1.0,44.0,Female,,Hotel BP,247.62,premium,1197.76,dataset_2
Recife (PE),2023-01-06,1.0,44.0,Female,,Hotel BP,247.62,premium,1197.76,dataset_2
Natal (RN),2023-01-19,4.0,44.0,Female,,Hotel BD,971.52,Economy Flight,766.58,dataset_2
Recife (PE),2023-01-23,4.0,44.0,Female,,Hotel BD,971.52,Economy Flight,766.58,dataset_2
Sao Paulo (SP),2023-03-02,3.0,44.0,Female,,Hotel AF,417.3,First Class Flight,2026.03,dataset_2
Aracaju (SE),2023-03-05,3.0,44.0,Female,,Hotel AF,417.3,First Class Flight,2026.03,dataset_2
Florianopolis (SC),2023-03-09,4.0,44.0,Female,,Hotel A,1252.08,Economy Flight,1435.72,dataset_2
Recife (PE),2023-03-13,4.0,44.0,Female,,Hotel A,1252.08,Economy Flight,1435.72,dataset_2
Campo Grande (MS),2023-04-06,2.0,44.0,Female,,Hotel BW,120.78,First Class Flight,2046.57,dataset_2
Brasilia (DF),2023-04-08,2.0,44.0,Female,,Hotel BW,120.78,First Class Flight,2046.57,dataset_2
Rio de Janeiro (RJ),2023-06-15,4.0,44.0,Female,,Hotel CB,663.96,premium,876.36,dataset_2
Brasilia (DF),2023-06-19,4.0,44.0,Female,,Hotel CB,663.96,premium,876.36,dataset_2
Brasilia (DF),2023-06-29,4.0,44.0,Female,,Hotel BP,990.48,premium,1141.99,dataset_2
Recife (PE),2023-07-03,4.0,44.0,Female,,Hotel BP,990.48,premium,1141.99,dataset_2
Natal (RN),2023-07-13,4.0,44.0,Female,,Hotel BD,971.52,premium,1037.83,dataset_2
Recife (PE),2023-07-17,4.0,44.0,Female,,Hotel BD,971.52,premium,1037.83,dataset_2
Salvador (BH),2019-09-26,2.0,47.0,None,,Hotel K,526.82,Economy Flight,1530.91,dataset_2
Brasilia (DF),2019-09-28,2.0,47.0,None,,Hotel K,526.82,Economy Flight,1530.91,dataset_2
